srcStateName,srcDistrictName,Functional Sub Centres,Functional Primary Health Centres,Functional Community Health Centres,Functional Health and Wellness Centres-Sub Centres,Functional Health and Wellness Centres-Primary Health Centres,Functional Sub Divisional Hospitals,Functional District Hospitals,srcYear,YearCode,Year,Country,StateCode,StateName,DistrictCode
Haryana,Yamunanagar,96,3,6,17,16,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,171
Himachal Pradesh,Bilaspur,120,38,7,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,172
Himachal Pradesh,Chamba,177,45,5,0,2,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,173
Himachal Pradesh,Hamirpur,150,32,2,0,2,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,174
Himachal Pradesh,Kangra,441,87,17,0,7,18,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,175
Himachal Pradesh,Kinnaur,34,24,4,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,176
Himachal Pradesh,Kullu,103,28,5,0,0,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,177
Himachal Pradesh,L & S,36,17,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,178
Himachal Pradesh,Mandi,325,85,13,0,5,13,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,179
Himachal Pradesh,Sirmaur,253,121,17,0,3,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,180
Himachal Pradesh,Shimla,149,44,6,0,0,12,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,181
Himachal Pradesh,Solan,175,41,6,0,0,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,182
Himachal Pradesh,Una,134,24,9,0,1,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,183
Jharkhand,Purbi Singhbhum,234,0,9,9,18,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,184
Jharkhand,Ramgarh,52,5,4,2,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,185
Jharkhand,Ranchi,274,18,13,50,8,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,186
Jharkhand,Sahibganj,130,10,6,6,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,187
Jharkhand,Saraikela,180,4,6,12,6,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,633
Jharkhand,Simdega,145,7,6,10,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,640
Karnataka,Bagalkote,233,49,8,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,659
Karnataka,Bangalore (R),199,48,2,0,0,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,660
Karnataka,Bangalore (U),279,96,5,0,0,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,9,UTTAR PRADESH,661
Karnataka,Belgaum,620,148,16,0,0,9,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,188
Karnataka,Bellary,293,73,11,57,30,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,189
Karnataka,Bidar,275,58,8,109,25,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,190
Karnataka,Bijapur,310,68,9,0,0,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,191
Karnataka,Chamarajanagar,256,64,3,0,0,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,192
Karnataka,Chikkaballapura,203,60,2,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,193
Karnataka,Chikmagalur,368,90,5,0,2,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,194
Karnataka,Chitradurga,342,82,11,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,195
Karnataka,Dakshina Kannada,430,72,8,0,0,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,196
Karnataka,Davanagere,324,101,6,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,197
Karnataka,Dharwad,185,45,0,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,198
Karnataka,Gadag,190,39,2,0,0,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,199
Karnataka,Gulbarga,337,93,16,78,32,6,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,200
Karnataka,Hassan,486,136,15,0,0,7,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,201
Karnataka,Haveri,311,69,5,0,0,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,202
Karnataka,Kodagu,196,29,7,0,0,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,203
Karnataka,Kolar,266,69,2,0,0,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,204
Karnataka,Koppal,176,49,9,78,23,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,205
Karnataka,Mandya,410,115,10,0,0,6,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,206
Karnataka,Mysore,510,147,10,65,37,6,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,207
Karnataka,Raichur,213,52,6,75,25,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,208
Karnataka,Ramanagar,249,63,5,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,209
Karnataka,Shimoga,356,110,7,0,0,6,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,210
Karnataka,Tumkur,572,147,4,0,0,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,211
Karnataka,Udupi,336,62,6,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,212
Karnataka,Uttara Kannada,344,83,3,0,0,10,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,213
Karnataka,Yadgir,169,42,6,109,29,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,214
Kerala,Thiruvanathapuram,483,70,24,0,16,8,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,215
Kerala,Kollam,421,50,17,0,12,8,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,216
Kerala,Pathanamthitta,261,35,12,0,8,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,217
Kerala,Alappuzha,366,49,16,0,14,6,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,218
Kerala,Kottayam,333,47,20,0,11,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,219
Kerala,Idukki,308,33,13,0,8,4,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,220
Kerala,Ernakulam,410,75,23,0,15,11,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,221
Kerala,Thrissur,472,65,24,0,18,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,222
Kerala,Palakkad,504,65,19,0,16,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,223
Kerala,Malappuram,578,79,21,0,17,7,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,224
Kerala,Kozhikkode,401,61,16,0,13,7,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,10,BIHAR,611
Kerala,Wayanad,182,20,9,0,4,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,11,SIKKIM,225
Kerala,Kannur,414,77,9,0,11,7,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,11,SIKKIM,226
Kerala,Kasargode,247,35,6,0,7,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,11,SIKKIM,227
Madhya Pradesh,Agar Malwa,77,6,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,11,SIKKIM,228
Madhya Pradesh,Alirajpur,185,16,6,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,229
Madhya Pradesh,Anuppur,169,14,8,0,4,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,230
Madhya Pradesh,Ashok Nagar,132,6,2,0,5,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,231
Madhya Pradesh,Balaghat,292,34,7,0,4,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,232
Madhya Pradesh,Barwani,330,21,8,0,9,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,233
Madhya Pradesh,Betul,323,31,9,0,4,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,234
Madhya Pradesh,Bhind,210,14,7,0,13,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,235
Madhya Pradesh,Bhopal,66,10,2,0,8,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,236
Madhya Pradesh,Burhanpur,98,15,4,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,237
Madhya Pradesh,Chhatarpur,235,27,10,0,12,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,238
Madhya Pradesh,Chhindwada,305,64,11,0,5,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,239
Madhya Pradesh,Damoh,176,13,6,0,4,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,240
Madhya Pradesh,Datia,110,11,4,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,241
Madhya Pradesh,Dewas,209,11,7,0,13,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,242
Madhya Pradesh,Dhar,475,49,15,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,243
Madhya Pradesh,Dindori,191,21,7,0,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,628
Madhya Pradesh,Guna,160,5,5,0,13,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,666
Madhya Pradesh,Gwalior,119,25,3,0,3,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,677
Madhya Pradesh,Harda,79,7,4,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,678
Madhya Pradesh,Hoshangabad,157,16,6,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,679
Madhya Pradesh,Indore,115,33,6,0,7,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,718
Madhya Pradesh,Jabalpur,178,24,6,0,13,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,719
Madhya Pradesh,Jhabua,292,21,5,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,723
Madhya Pradesh,Katni,163,20,6,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,724
Madhya Pradesh,Khandwa,181,24,7,0,7,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,724
Madhya Pradesh,Khargone,317,58,10,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,12,ARUNACHAL PRADESH,725
Madhya Pradesh,Mandla,274,34,8,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,244
Madhya Pradesh,Mandsaur,180,40,7,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,244
Madhya Pradesh,Morena,237,24,7,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,245
Madhya Pradesh,Narsinghpur,136,23,7,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,246
Madhya Pradesh,Neemuch,103,18,3,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,247
Madhya Pradesh,Panna,155,14,6,0,3,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,248
Madhya Pradesh,Raisen,187,19,7,0,2,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,249
Madhya Pradesh,Rajgarh,215,24,5,0,4,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,250
Madhya Pradesh,Ratlam,197,28,6,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,251
Madhya Pradesh,Rewa,316,37,9,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,613
Madhya Pradesh,Sagar,266,32,11,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,614
Madhya Pradesh,Satna,309,45,9,0,4,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,615
Madhya Pradesh,Sehore,163,18,8,0,4,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,13,NAGALAND,736
Madhya Pradesh,Seoni,283,26,5,0,6,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,252
Madhya Pradesh,Shahdol,233,20,7,0,10,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,253
Madhya Pradesh,Shajapur,117,17,4,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,254
Madhya Pradesh,Sheopur,107,7,3,0,5,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,255
Madhya Pradesh,Shivpuri,263,15,9,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,256
Madhya Pradesh,Sidhi,196,28,6,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,257
Madhya Pradesh,Singroli,206,13,7,0,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,258
Madhya Pradesh,Tikamgarh,207,23,7,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,259
Madhya Pradesh,Ujjain,208,19,5,0,10,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,260
Madhya Pradesh,Umaria,124,13,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,711
Madhya Pradesh,Vidisha,200,13,7,0,14,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,712
Maharashtra,Ahmednagar,529,93,24,36,15,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,713
Maharashtra,Akola,179,37,5,0,0,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,714
Maharashtra,Amravati,291,20,11,48,48,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,715
Maharashtra,Aurangabad,279,64,12,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,716
Maharashtra,Beed,296,56,10,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,14,MANIPUR,717
Maharashtra,Bhandara,192,6,7,1,28,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,261
Maharashtra,Buldhana,280,57,13,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,261
Maharashtra,Chandrapur,319,24,10,20,43,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,262
Maharashtra,Dhule,232,45,6,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,263
Maharashtra,Gadchiroli,289,1,9,87,47,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,264
Maharashtra,Gondia,195,32,10,58,9,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,265
Maharashtra,Hingoli,13,3,3,119,24,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,266
Maharashtra,Jalgaon,426,88,18,17,7,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,267
Maharashtra,Jalna,218,43,9,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,268
Maharashtra,Kolhapur,413,91,18,0,0,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,726
Maharashtra,Latur,219,30,10,33,24,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,727
Maharashtra,Mumbai,0,120,0,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,727
Maharashtra,Nagpur,316,77,10,0,0,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,727
Maharashtra,Nanded,272,40,13,105,36,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,728
Maharashtra,Nandurbar,208,49,12,84,11,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,15,MIZORAM,728
Maharashtra,Nashik,592,110,23,0,26,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,269
Maharashtra,Osmanabad,140,21,6,70,23,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,270
Maharashtra,Palghar,264,60,10,50,7,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,271
Maharashtra,Parbhani,215,39,6,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,272
Maharashtra,Pune,514,143,34,25,30,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,652
Maharashtra,Raigad,288,59,9,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,653
Maharashtra,Ratnagiri,378,69,8,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,654
Maharashtra,Sangli,320,70,14,0,0,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,16,TRIPURA,655
Maharashtra,Satara,394,44,15,6,32,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,273
Maharashtra,Sindhudurg,203,21,7,45,17,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,274
Maharashtra,Solapur,431,93,16,0,0,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,275
Maharashtra,Thane,190,113,15,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,276
Maharashtra,Wardha,139,4,8,42,27,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,277
Maharashtra,Washim,60,1,6,,25,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,278
Maharashtra,Yavatmal,435,64,14,93,0,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,279
Manipur,Bishnupur,35,8,2,13,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,656
Manipur,Chandel,21,2,1,5,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,657
Manipur,Churchandpur,46,7,1,6,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,658
Manipur,Imphal East,51,12,2,8,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,17,MEGHALAYA,663
Manipur,Imphal West,52,11,3,12,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,280
Manipur,Senapati,34,8,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,280
Manipur,Tamenglong,13,4,1,3,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,281
Manipur,Thoubal,44,8,4,9,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,281
Manipur,Ukhrul,23,6,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,282
Manipur,Tengnoupal,12,4,1,1,0,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,282
Manipur,Kakching,18,6,1,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,283
Manipur,Jiribam,9,2,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,283
Manipur,Kamjong,18,2,1,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,284
Manipur,Pherjawl,18,5,1,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,285
Manipur,None,17,3,1,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,286
Manipur,Kangpokpi,18,6,1,4,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,287
Meghalaya,East Garo Hills,31,7,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,288
Meghalaya,East Jainta Hills,35,6,2,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,288
Meghalaya,East Khasi Hills,72,25,7,12,2,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,289
Meghalaya,North Garo Hills,52,9,1,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,289
Meghalaya,Ri Bhoi,32,8,3,10,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,290
Meghalaya,South Garo Hills,21,6,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,291
Meghalaya,South West Garo Hills,27,9,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,291
Meghalaya,South West Khasi Hills,19,4,2,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,291
Meghalaya,West Garo Hills,64,9,5,10,4,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,292
Meghalaya,West Jaintia Hills,46,12,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,292
Meghalaya,West khasi Hills,46,15,2,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,293
Mizoram,Aizawl East District,57,9,2,0,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,294
Mizoram,Aizawl West District,37,9,0,0,2,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,294
Mizoram,Champhai District,59,11,2,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,295
Mizoram,Kolasib District,26,5,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,295
Mizoram,Lawngtlai District,37,5,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,296
Mizoram,Lunglei District,70,11,1,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,297
Mizoram,Mamit District,33,6,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,298
Mizoram,Saiha District,24,4,0,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,299
Mizoram,Serchhip District,27,5,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,300
Nagaland,Dimapur,47,8,2,6,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,301
Nagaland,Kiphire,19,2,1,15,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,302
Nagaland,Kohima,40,14,3,10,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,612
Nagaland,Longleng,8,3,0,3,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,612
Nagaland,Mokokchung,51,15,3,4,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,616
Nagaland,Mon,50,15,2,7,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,616
Nagaland,Peren,16,8,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,616
Nagaland,Phek,44,23,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,617
Nagaland,Tuensang,38,13,2,11,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,617
Nagaland,Wokha,37,12,2,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,618
Nagaland,Zunheboto,47,13,2,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,618
Odisha,Anugul,164,11,9,2,20,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,705
Odisha,Balasore,275,33,17,0,41,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,706
Odisha,Bargarh,202,19,15,2,30,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,707
Odisha,Bhadrak,176,21,7,2,33,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,708
Odisha,Bolangir,222,18,15,4,30,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,709
Odisha,Boudh,64,0,5,3,12,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,18,ASSAM,710
