srcStateName,srcDistrictName,Functional Sub Centres,Functional Primary Health Centres,Functional Community Health Centres,Functional Health and Wellness Centres-Sub Centres,Functional Health and Wellness Centres-Primary Health Centres,Functional Sub Divisional Hospitals,Functional District Hospitals,srcYear,YearCode,Year,Country,StateCode,StateName,DistrictCode
Odisha,Cuttack,325,14,22,7,59,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,303
Odisha,Debagarh,38,1,4,4,7,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,304
Odisha,Dhenkanal,165,25,10,2,13,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,305
Odisha,Gajapati,136,3,8,0,19,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,306
Odisha,Ganjam,454,65,28,6,35,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,307
Odisha,Jagatsinghapur,188,13,11,1,22,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,308
Odisha,Jajapur,258,15,12,2,47,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,309
Odisha,Jharsuguda,62,4,6,4,15,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,310
Odisha,Kalahandi,234,20,18,8,26,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,311
Odisha,Kandhamal,170,8,14,2,32,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,312
Odisha,Kendrapara,224,15,8,3,31,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,313
Odisha,Kendujhar,350,30,17,1,37,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,314
Odisha,Khordha,196,20,16,6,54,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,315
Odisha,Koraput,304,6,16,3,45,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,316
Odisha,Malkangiri,158,5,6,0,22,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,317
Odisha,Mayurbhanj,574,33,28,15,55,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,318
Odisha,Nabarangapur,287,12,10,2,29,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,319
Odisha,Nayagarh,166,16,12,0,22,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,320
Odisha,Nuapada,90,5,5,5,12,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,321
Odisha,Puri,237,13,17,4,38,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,664
Odisha,Rayagada,235,7,11,0,32,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,702
Odisha,Sambalpur,166,2,11,1,34,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,703
Odisha,Sonapur,89,1,5,0,19,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,19,WEST BENGAL,704
Odisha,Sundargarh,386,31,21,4,38,1,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,322
Punjab,Amritsar,140,22,6,39,12,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,323
Punjab,Barnala,57,3,4,14,7,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,324
Punjab,Bathinda,111,6,9,25,13,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,325
Punjab,Faridkot,54,3,4,8,5,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,326
Punjab,Ferozpur,107,1,4,15,16,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,327
Punjab,Fazilka,84,6,6,25,13,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,328
Punjab,F.G.Sahib,61,0,5,12,13,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,329
Punjab,Gurdaspur,205,9,13,17,22,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,330
Punjab,Hoshiarpur,223,6,12,21,26,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,331
Punjab,Jalandhar,173,2,12,25,27,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,332
Punjab,Kapurthala,81,0,5,7,12,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,333
Punjab,Ludhiana,209,5,11,56,26,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,334
Punjab,Mansa,76,3,4,27,10,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,335
Punjab,Moga,89,10,6,33,11,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,336
Punjab,Mohali,51,1,5,25,11,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,337
Punjab,Mukatsar,75,2,5,27,17,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,338
Punjab,Nawanshahar,92,4,3,3,13,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,339
Punjab,Patiala,177,1,10,8,27,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,340
Punjab,Pathankot,54,0,4,15,9,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,341
Punjab,Ropar,67,1,5,18,11,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,342
Punjab,Sangrur,183,7,8,9,21,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,343
Punjab,Tarn Taran,142,3,11,10,15,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,606
Rajasthan,Ajmer,370,72,22,2,17,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,20,JHARKHAND,607
Rajasthan,Alwar,676,123,37,8,10,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,344
Rajasthan,Banswara,450,56,21,4,3,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,345
Rajasthan,Baran,259,30,14,6,22,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,346
Rajasthan,Barmer,720,89,23,3,14,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,347
Rajasthan,Bharatpur,394,64,17,1,11,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,348
Rajasthan,Bhilwara,533,77,25,3,7,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,349
Rajasthan,Bikaner,414,45,16,5,26,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,350
Rajasthan,Bundi,207,27,12,0,7,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,351
Rajasthan,Chittorgarh,381,54,21,3,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,352
Rajasthan,Churu,425,80,16,12,21,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,353
Rajasthan,Dausa,313,48,15,2,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,354
Rajasthan,Dholpur,227,36,7,3,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,355
Rajasthan,Dungarpur,349,53,15,2,4,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,356
Rajasthan,Ganganagar,414,52,17,2,10,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,357
Rajasthan,Hanumangarh,358,48,16,3,11,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,358
Rajasthan,Jaipur I,332,118,19,9,18,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,359
Rajasthan,Jaipur II,272,58,13,6,12,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,360
Rajasthan,Jaisalmer,156,20,8,2,10,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,361
Rajasthan,Jalore,404,62,10,3,10,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,362
Rajasthan,Jhalawar,315,35,14,8,13,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,363
Rajasthan,Jhunjhunu,585,104,26,7,11,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,364
Rajasthan,Jodhpur,651,95,25,2,18,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,365
Rajasthan,Karauli,276,36,11,2,4,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,366
Rajasthan,Kota,185,45,13,4,18,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,367
Rajasthan,Nagaur,795,117,31,9,9,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,368
Rajasthan,Pali,476,80,21,1,10,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,369
Rajasthan,Pratapgarh,202,28,8,0,4,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,370
Rajasthan,Rajsamand,257,33,12,3,13,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,371
Rajasthan,Sawai Madhopur,266,33,14,1,5,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,372
Rajasthan,Sikar,631,96,30,9,15,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,21,ODISHA,373
Rajasthan,Sirohi,221,30,9,2,4,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,374
Rajasthan,Tonk,290,58,9,0,9,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,375
Rajasthan,Udaipur,625,95,28,3,16,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,376
Sikkim,East,48,7,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,377
Sikkim,West,42,7,0,14,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,378
Sikkim,North,19,5,0,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,379
Sikkim,South,39,6,1,14,3,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,380
Tamil Nadu,Ariyalur,103,8,6,14,25,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,381
Tamil Nadu,Chennai,700,143,15,0,0,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,382
Tamil Nadu,Coimbatore,444,37,12,67,40,12,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,383
Tamil Nadu,Cuddalore,336,36,13,19,22,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,384
Tamil Nadu,Dharmapuri,204,5,8,21,38,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,385
Tamil Nadu,Dindigul,301,25,14,37,34,12,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,386
Tamil Nadu,Erode,355,42,14,12,20,7,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,387
Tamil Nadu,Kancheepuram,404,29,13,41,35,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,388
Tamil Nadu,Kanyakumari,278,25,9,17,13,8,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,389
Tamil Nadu,Karur,172,7,8,18,22,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,636
Tamil Nadu,Krishnagiri,245,3,10,25,48,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,637
Tamil Nadu,Madurai,454,49,13,20,26,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,642
Tamil Nadu,Nagapattinam,242,31,11,34,16,11,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,643
Tamil Nadu,Namakkal,257,28,15,16,20,8,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,644
Tamil Nadu,Perambalur,74,1,4,21,24,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,645
Tamil Nadu,Pudukkottai,218,3,13,35,60,12,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,646
Tamil Nadu,Ramanathapuram,168,4,11,91,44,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,647
Tamil Nadu,Salem,486,16,20,12,71,11,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,648
Tamil Nadu,Sivaganga,274,14,12,21,26,16,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,649
Tamil Nadu,Thanjavur,336,50,14,16,13,13,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,650
Tamil Nadu,The Nilgiris,166,3,4,42,30,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,22,CHHATTISGARH,734
Tamil Nadu,Theni,172,2,8,12,31,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,390
Tamil Nadu,Thiruppur,316,12,13,24,42,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,391
Tamil Nadu,Thiruvallur,310,37,14,43,17,10,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,392
Tamil Nadu,Thiruvarur,191,28,10,16,12,7,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,393
Tamil Nadu,Thoothukudi,262,16,12,37,32,8,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,394
Tamil Nadu,Tiruchirappalli,382,53,14,16,17,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,395
Andhra Pradesh,Srikakulam,422,7,15,43,88,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,396
Andhra Pradesh,Vizianagaram,373,4,11,58,76,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,397
Andhra Pradesh,Visakhapatnam,496,14,12,87,113,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,398
Andhra Pradesh,East Godavari,774,12,26,66,146,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,399
Andhra Pradesh,West Godavari,568,9,14,67,112,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,400
Andhra Pradesh,Krishna,528,15,12,65,124,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,401
Andhra Pradesh,Guntur,626,15,17,54,116,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,402
Andhra Pradesh,Prakasam,499,6,14,35,99,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,403
Andhra Pradesh,Nellore,449,7,14,28,88,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,404
Andhra Pradesh,chittoor,616,7,15,28,120,4,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,405
Andhra Pradesh,Kadapa,420,6,12,28,89,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,406
Andhra Pradesh,Ananthapur,557,16,15,29,107,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,407
Tamil Nadu,Tirunelveli,414,69,19,39,16,16,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,408
Tamil Nadu,Tiruvannamalai,395,59,18,35,22,9,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,409
Tamil Nadu,Vellore,508,55,20,56,44,12,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,410
Tamil Nadu,Villupuram,535,62,22,48,26,11,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,411
Tamil Nadu,Virudhunagar,209,3,11,80,44,10,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,412
Telangana,Adilabad,126,0,2,0,27,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,413
West Bengal,Murshidabad,832,81,28,0,0,7,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,414
Telangana,Bhadradri Kothagudem,266,0,4,1,34,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,415
Telangana,Hyderabad,0,0,10,53,91,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,416
Telangana,Jagtial,143,0,3,8,23,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,417
Telangana,Jangaon,102,0,0,10,17,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,418
Telangana,Jayashankar Bhupalapally,83,0,2,7,14,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,419
Telangana,Jogulamba Gadwal,91,0,1,0,13,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,420
Telangana,Kamareddy,170,0,6,0,23,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,421
Telangana,Karimnagar,139,0,3,0,26,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,422
Telangana,Khammam,216,0,3,10,30,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,423
Telangana,Komaram Bheem Asifabad,108,0,2,0,22,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,424
Telangana,Mahabubabad,171,0,2,2,21,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,425
Telangana,Mahabubnagar,102,0,2,28,17,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,426
Telangana,Mancherial,121,0,3,0,21,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,427
Telangana,Medak,156,0,2,0,18,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,428
Telangana,Medchal Malkajgiri,103,0,2,24,34,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,429
Telangana,Mulugu,89,0,2,0,15,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,430
Telangana,Nagarkurnool,178,0,4,0,27,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,431
Telangana,Nalgonda,257,0,1,0,39,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,432
Telangana,Narayanpet,87,0,2,0,16,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,433
Telangana,Nirmal,102,0,2,0,20,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,434
Telangana,Nizamabad,225,0,8,0,37,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,435
Telangana,Peddapalli,104,0,3,0,24,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,436
Telangana,Rajanna Sircilla,84,0,0,5,17,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,437
Telangana,Rangareddy,232,0,7,20,56,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,638
Telangana,Sangareddy,245,0,2,0,36,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,639
Telangana,Siddipet,188,0,3,5,34,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,667
Telangana,Suryapet,170,0,2,1,27,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,23,MADHYA PRADESH,722
Telangana,Vikarabad,154,0,4,0,25,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,438
Telangana,Wanaparthy,102,0,2,0,15,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,439
Telangana,Warangal Rural,134,0,3,9,17,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,440
Telangana,Warangal Urban,81,0,0,0,28,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,441
Telangana,Yadadri Bhongir,129,0,3,0,21,1,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,442
Tripura,Gomati District,147,12,3,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,443
Tripura,Khowai District,104,9,1,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,444
Tripura,North District,95,14,3,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,445
Tripura,Sepahijala District,146,15,4,0,0,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,446
Tripura,South District,110,7,5,40,11,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,447
Tripura,West Tripura,173,13,3,0,5,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,448
Tripura,Unakoti District,70,6,1,0,5,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,449
Tripura,Dhalai,121,6,2,0,10,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,450
Uttarakhand,Almora,206,25,8,0,0,2,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,451
Uttarakhand,Bageshwar,84,13,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,452
Uttarakhand,Chamoli,110,16,6,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,453
Uttarakhand,Champawat,68,8,1,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,454
Uttarakhand,Dehradun,157,21,7,18,2,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,455
Uttarakhand,Haridwar,160,26,7,0,3,2,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,456
Uttarakhand,Nainital,128,12,8,15,3,4,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,457
Uttarakhand,Pauri Garhwal,228,26,5,10,3,3,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,458
Uttarakhand,Pithoragarh,156,18,4,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,459
Uttarakhand,Tehri Garhwal,68,29,5,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,460
Uttarakhand,Rudraprayag,204,16,2,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,461
Uttarakhand,U S NAGAR,153,23,7,0,3,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,462
Uttarakhand,Uttarkashi,82,10,4,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,641
Uttar Pradesh,Agra,377,42,16,18,33,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,668
Uttar Pradesh,Aligarh,333,45,13,0,8,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,669
Uttar Pradesh,Allahabad (Prayagpur),539,58,19,23,26,0,6,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,672
Uttar Pradesh,Ambedkar Nagar,272,15,10,0,13,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,673
Uttar Pradesh,Auraiya,148,17,7,17,9,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,674
Uttar Pradesh,Azamgarh,477,56,19,16,21,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,675
Uttar Pradesh,Bagpat,200,6,7,0,18,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,676
Uttar Pradesh,Bahraich,287,37,10,23,24,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,466
Uttar Pradesh,Ballia,367,71,9,0,10,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,467
Uttar Pradesh,Balrampur,194,7,9,21,18,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,468
Uttar Pradesh,Banda,277,38,4,0,14,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,469
Uttar Pradesh,Barabanki,338,25,17,14,30,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,470
Uttar Pradesh,Bareilly,397,52,6,26,29,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,471
Uttar Pradesh,Basti,267,32,11,6,5,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,472
Uttar Pradesh,Bijnor,331,48,7,12,16,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,473
Uttar Pradesh,Budaun,291,40,8,0,17,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,474
